,Country,Gender,Activity,Currency,Year,Amount
74518,United States,Total,Enseñanza,Divisa: Dólar estadounidense,2014,3698.0
74521,United States,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2014,3521.58
74524,United States,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2014,2591.2
74527,United States,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2014,2980.05
74530,United States,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2014,1524.27
74533,United States,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2014,5559.92
74539,United States,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2014,2751.09
74542,United States,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2014,5575.11
74545,United States,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2014,4444.63
74548,United States,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2014,5479.54
74551,United States,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2014,3754.18
74554,United States,Male,Construcción,Divisa: Dólar estadounidense,2014,3932.29
74557,United States,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2014,3241.01
74560,United States,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2014,4060.07
74563,United States,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2014,2100.49
74566,United States,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2014,5899.35
74569,United States,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2014,6202.66
74572,United States,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2014,4454.51
74575,United States,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2014,5860.81
74578,United States,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2014,2919.88
74581,United States,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2014,4968.22
74584,United States,Male,Enseñanza,Divisa: Dólar estadounidense,2014,4211.71
74587,United States,Male,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2014,4529.58
74590,United States,Male,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2014,2934.07
74593,United States,Male,Otras actividades de servicios,Divisa: Dólar estadounidense,2014,3752.71
74596,United States,Male,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2014,2450.51
74599,United States,Male,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2014,5871.76
74605,United States,Female,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2014,2249.29
74608,United States,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2014,5089.33
74611,United States,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2014,3428.46
74614,United States,Female,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2014,4329.2
74617,United States,Female,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2014,3153.84
74620,United States,Female,Construcción,Divisa: Dólar estadounidense,2014,3507.56
74623,United States,Female,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2014,2281.02
74626,United States,Female,Transporte y almacenamiento,Divisa: Dólar estadounidense,2014,3265.07
74629,United States,Female,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2014,1596.49
74632,United States,Female,Información y comunicaciones,Divisa: Dólar estadounidense,2014,4718.99
74635,United States,Female,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2014,4059.57
74638,United States,Female,Actividades inmobiliarias,Divisa: Dólar estadounidense,2014,3708.39
74641,United States,Female,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2014,4154.12
74644,United States,Female,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2014,2443.75
74647,United States,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2014,3855.58
74650,United States,Female,Enseñanza,Divisa: Dólar estadounidense,2014,3463.05
74653,United States,Female,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2014,3257.66
74656,United States,Female,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2014,2286.96
74659,United States,Female,Otras actividades de servicios,Divisa: Dólar estadounidense,2014,2431.57
74662,United States,Female,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2014,1439.17
74665,United States,Female,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2014,5047.25
74671,United States,Total,Agricultura,Divisa: Dólar estadounidense,2013,2608.66
74674,United States,Total,Manufacturas,Divisa: Dólar estadounidense,2013,4126.9
74677,United States,Total,Construcción,Divisa: Dólar estadounidense,2013,3823.91
74680,United States,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2013,4743.16
74683,United States,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2013,3426.15
74686,United States,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2013,3520.64
74692,United States,Male,Agricultura,Divisa: Dólar estadounidense,2013,2657.18
74695,United States,Male,Manufacturas,Divisa: Dólar estadounidense,2013,4418.97
74698,United States,Male,Construcción,Divisa: Dólar estadounidense,2013,3887.07
74701,United States,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2013,4942.42
74704,United States,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2013,3907.17
74707,United States,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2013,4255.33
74713,United States,Female,Agricultura,Divisa: Dólar estadounidense,2013,2452.41
74716,United States,Female,Manufacturas,Divisa: Dólar estadounidense,2013,3397.1
74719,United States,Female,Construcción,Divisa: Dólar estadounidense,2013,3241.89
74722,United States,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2013,3932.02
74725,United States,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2013,2830.55
74728,United States,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2013,3198.07
74734,United States,Total,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2013,2608.66
74737,United States,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2013,5219.72
74740,United States,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2013,4126.9
74743,United States,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2013,5118.1
74746,United States,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2013,3640.41
74749,United States,Total,Construcción,Divisa: Dólar estadounidense,2013,3823.91
74752,United States,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2013,2804.43
74755,United States,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2013,3809.59
74758,United States,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2013,1783.08
74761,United States,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2013,5425.09
74764,United States,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2013,4900.14
74767,United States,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2013,3902.53
74770,United States,Total,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2013,4867.95
74773,United States,Total,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2013,2749.67
74776,United States,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2013,4362.7
74779,United States,Total,Enseñanza,Divisa: Dólar estadounidense,2013,3669.12
74782,United States,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2013,3492.05
74785,United States,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2013,2609.19
74788,United States,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2013,2835.12
74791,United States,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2013,1484.13
74794,United States,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2013,5698.36
74800,United States,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2013,2657.18
74803,United States,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2013,5370.63
74806,United States,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2013,4418.97
74809,United States,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2013,5392.34
74812,United States,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2013,3784.22
74815,United States,Male,Construcción,Divisa: Dólar estadounidense,2013,3887.07
74818,United States,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2013,3242.6
74821,United States,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2013,4029.92
74824,United States,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2013,2012.78
74827,United States,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2013,5890.48
74830,United States,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2013,6233.7
74833,United States,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2013,4365.67
74836,United States,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2013,5735.84
74839,United States,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2013,2931.1
74842,United States,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2013,4829.99
